sensor_id,building_id,timestamp,voltage,temperature,end_of_life_date
SEN_001,B001,2025-06-16,2.5851,10.18,
SEN_001,B001,2025-06-17,2.5687,19.85,
SEN_001,B001,2025-06-18,2.5545,13.9,
SEN_001,B001,2025-06-19,2.5068,12.81,
SEN_001,B001,2025-06-20,2.4874,15.85,2025-06-20
SEN_002,B002,2025-04-23,3.8851,4.3,
SEN_002,B002,2025-04-24,3.8772,6.79,
SEN_002,B002,2025-04-25,3.8808,4.17,
SEN_002,B002,2025-04-26,3.8599,7.0,
SEN_002,B002,2025-04-27,3.8387,5.24,
SEN_002,B002,2025-04-28,3.8612,2.42,
SEN_002,B002,2025-04-29,3.8464,6.33,
SEN_002,B002,2025-04-30,3.8297,5.84,
SEN_002,B002,2025-05-01,3.839,13.09,
SEN_002,B002,2025-05-02,3.8099,13.73,
SEN_002,B002,2025-05-03,3.808,15.16,
SEN_002,B002,2025-05-04,3.8007,12.9,
SEN_002,B002,2025-05-05,3.7719,11.74,
SEN_002,B002,2025-05-06,3.8352,13.1,
SEN_002,B002,2025-05-07,3.7713,9.88,
SEN_002,B002,2025-05-08,3.7518,9.66,
SEN_002,B002,2025-05-09,3.7398,15.63,
SEN_002,B002,2025-05-10,3.7132,9.58,
SEN_002,B002,2025-05-11,3.7025,8.73,
SEN_002,B002,2025-05-12,3.7844,12.9,
SEN_002,B002,2025-05-13,3.6868,9.9,
SEN_002,B002,2025-05-14,3.6974,13.7,
SEN_002,B002,2025-05-15,3.6981,14.9,
SEN_002,B002,2025-05-16,3.692,9.1,
SEN_002,B002,2025-05-17,3.6828,13.27,
SEN_002,B002,2025-05-18,3.6752,9.51,
SEN_002,B002,2025-05-19,3.679,7.18,
SEN_002,B002,2025-05-20,3.6541,5.64,
SEN_002,B002,2025-05-21,3.6609,13.28,
SEN_002,B002,2025-05-22,3.6455,12.77,
SEN_002,B002,2025-05-23,3.6572,14.51,
SEN_002,B002,2025-05-24,3.6492,12.34,
SEN_002,B002,2025-05-25,3.6138,13.25,
SEN_002,B002,2025-05-26,3.623,6.97,
SEN_002,B002,2025-05-27,3.6284,12.64,
SEN_002,B002,2025-05-28,3.5805,8.19,
SEN_002,B002,2025-05-29,3.5892,12.38,
SEN_002,B002,2025-05-30,3.5902,5.34,
SEN_002,B002,2025-05-31,3.5559,5.44,
SEN_002,B002,2025-06-01,3.6034,20.06,
SEN_002,B002,2025-06-02,3.5524,12.35,
SEN_002,B002,2025-06-03,3.5868,16.13,
SEN_002,B002,2025-06-04,3.5337,14.52,
SEN_002,B002,2025-06-05,3.5279,20.65,
SEN_002,B002,2025-06-06,3.4981,18.17,
SEN_002,B002,2025-06-07,3.4866,15.49,
SEN_002,B002,2025-06-08,3.5288,12.83,
SEN_002,B002,2025-06-09,3.4979,15.85,
SEN_002,B002,2025-06-10,3.4921,13.75,
SEN_002,B002,2025-06-11,3.5084,16.9,
SEN_002,B002,2025-06-12,3.4644,8.12,
SEN_002,B002,2025-06-13,3.4714,16.48,
SEN_002,B002,2025-06-14,3.471,17.21,
SEN_002,B002,2025-06-15,3.4475,15.09,
SEN_002,B002,2025-06-16,3.4733,15.26,
SEN_002,B002,2025-06-17,3.4415,13.8,
SEN_002,B002,2025-06-18,3.4663,16.55,
SEN_002,B002,2025-06-19,3.4467,15.1,
SEN_002,B002,2025-06-20,3.4187,19.7,
SEN_002,B002,2025-06-21,3.4058,15.37,
SEN_002,B002,2025-06-22,3.4219,15.23,
SEN_002,B002,2025-06-23,3.402,16.69,
SEN_002,B002,2025-06-24,3.3704,12.62,
SEN_002,B002,2025-06-25,3.3787,22.43,
SEN_002,B002,2025-06-26,3.4034,13.68,
SEN_002,B002,2025-06-27,3.3789,16.85,
SEN_002,B002,2025-06-28,3.3535,15.59,
SEN_002,B002,2025-06-29,3.3248,15.49,
SEN_002,B002,2025-06-30,3.351,15.74,
SEN_002,B002,2025-07-01,3.3394,23.55,
SEN_002,B002,2025-07-02,3.3284,11.0,
SEN_002,B002,2025-07-03,3.3402,26.22,
SEN_002,B002,2025-07-04,3.3274,15.57,
SEN_002,B002,2025-07-05,3.2811,15.77,
SEN_002,B002,2025-07-06,3.3027,16.95,
SEN_002,B002,2025-07-07,3.2706,12.38,
SEN_002,B002,2025-07-08,3.2781,18.03,
SEN_002,B002,2025-07-09,3.2547,19.18,
SEN_002,B002,2025-07-10,3.2481,20.14,
SEN_002,B002,2025-07-11,3.2302,22.93,
SEN_002,B002,2025-07-12,3.2657,14.72,
SEN_002,B002,2025-07-13,3.2564,22.99,
SEN_002,B002,2025-07-14,3.2433,19.69,
SEN_002,B002,2025-07-15,3.226,14.92,
SEN_002,B002,2025-07-16,3.203,14.36,
SEN_002,B002,2025-07-17,3.199,19.21,
SEN_002,B002,2025-07-18,3.1883,18.96,
SEN_002,B002,2025-07-19,3.1975,18.89,
SEN_002,B002,2025-07-20,3.2066,22.22,
SEN_002,B002,2025-07-21,3.1779,21.71,
SEN_002,B002,2025-07-22,3.1664,18.17,
SEN_002,B002,2025-07-23,3.1737,16.76,
SEN_002,B002,2025-07-24,3.1476,15.82,
SEN_002,B002,2025-07-25,3.1181,13.76,
SEN_002,B002,2025-07-26,3.1704,14.83,
SEN_002,B002,2025-07-27,3.1235,13.2,
SEN_002,B002,2025-07-28,3.1312,23.37,
SEN_002,B002,2025-07-29,3.1498,18.96,
SEN_002,B002,2025-07-30,3.0996,19.99,
SEN_002,B002,2025-07-31,3.0908,17.31,
SEN_002,B002,2025-08-01,3.0843,25.34,
SEN_002,B002,2025-08-02,3.0885,14.86,
SEN_002,B002,2025-08-03,3.1295,13.51,
SEN_002,B002,2025-08-04,3.0861,25.27,
SEN_002,B002,2025-08-05,3.044,14.04,
SEN_002,B002,2025-08-06,3.0756,17.27,
SEN_002,B002,2025-08-07,3.0795,16.05,
SEN_002,B002,2025-08-08,3.0747,19.19,
SEN_002,B002,2025-08-09,3.0395,17.05,
SEN_002,B002,2025-08-10,3.055,20.0,
SEN_002,B002,2025-08-11,3.0638,20.67,
SEN_002,B002,2025-08-12,3.0125,13.73,
SEN_002,B002,2025-08-13,3.0134,15.73,
SEN_002,B002,2025-08-14,3.0348,20.27,
SEN_002,B002,2025-08-15,3.029,21.3,
SEN_002,B002,2025-08-16,3.0384,18.63,
SEN_002,B002,2025-08-17,3.0091,19.41,
SEN_002,B002,2025-08-18,3.0034,22.44,
SEN_002,B002,2025-08-19,2.9777,17.09,
SEN_002,B002,2025-08-20,3.0126,20.11,
SEN_002,B002,2025-08-21,3.0074,17.85,
SEN_002,B002,2025-08-22,2.9735,12.09,
SEN_002,B002,2025-08-23,2.9535,17.88,
SEN_002,B002,2025-08-24,2.9602,25.15,
SEN_002,B002,2025-08-25,2.9554,16.78,
SEN_002,B002,2025-08-26,2.9332,11.99,
SEN_002,B002,2025-08-27,2.9293,20.95,
SEN_002,B002,2025-08-28,2.9616,15.51,
SEN_002,B002,2025-08-29,2.9392,22.02,
SEN_002,B002,2025-08-30,2.9176,16.63,
SEN_002,B002,2025-08-31,2.896,15.59,
SEN_002,B002,2025-09-01,2.8971,9.87,
SEN_002,B002,2025-09-02,2.8718,9.9,
SEN_002,B002,2025-09-03,2.9013,13.66,
SEN_002,B002,2025-09-04,2.8768,18.1,
SEN_002,B002,2025-09-05,2.8901,13.89,
SEN_002,B002,2025-09-06,2.8923,12.24,
SEN_002,B002,2025-09-07,2.8776,15.33,
SEN_002,B002,2025-09-08,2.8576,12.23,
SEN_002,B002,2025-09-09,2.8423,8.9,
SEN_002,B002,2025-09-10,2.8296,11.13,
SEN_002,B002,2025-09-11,2.8697,14.32,
SEN_002,B002,2025-09-12,2.8451,10.28,
SEN_002,B002,2025-09-13,2.8271,9.9,
SEN_002,B002,2025-09-14,2.839,10.93,
SEN_002,B002,2025-09-15,2.8409,10.96,
SEN_002,B002,2025-09-16,2.8014,12.26,
SEN_002,B002,2025-09-17,2.8133,9.24,
SEN_002,B002,2025-09-18,2.8075,15.69,
SEN_002,B002,2025-09-19,2.8244,19.72,
SEN_002,B002,2025-09-20,2.7832,12.08,
SEN_002,B002,2025-09-21,2.7667,14.41,
SEN_002,B002,2025-09-22,2.7845,16.5,
SEN_002,B002,2025-09-23,2.7849,13.77,
SEN_002,B002,2025-09-24,2.7684,18.17,
SEN_002,B002,2025-09-25,2.7891,12.66,
SEN_002,B002,2025-09-26,2.7464,15.9,
SEN_002,B002,2025-09-27,2.7506,13.02,
SEN_002,B002,2025-09-28,2.7135,14.09,
SEN_002,B002,2025-09-29,2.7168,8.37,
SEN_002,B002,2025-09-30,2.7156,10.11,
SEN_002,B002,2025-10-01,2.7191,8.9,
SEN_002,B002,2025-10-02,2.692,7.59,
SEN_002,B002,2025-10-03,2.7222,5.62,
SEN_002,B002,2025-10-04,2.69,8.78,
SEN_002,B002,2025-10-05,2.7425,7.48,
SEN_002,B002,2025-10-06,2.6786,6.95,
SEN_002,B002,2025-10-07,2.6884,6.48,
SEN_002,B002,2025-10-08,2.68,6.55,
SEN_002,B002,2025-10-09,2.6554,2.67,
SEN_002,B002,2025-10-10,2.6655,6.55,
SEN_002,B002,2025-10-11,2.6593,5.3,
SEN_002,B002,2025-10-12,2.6748,7.18,
SEN_002,B002,2025-10-13,2.6591,6.7,
SEN_002,B002,2025-10-14,2.6567,5.38,
SEN_002,B002,2025-10-15,2.6567,8.13,
SEN_002,B002,2025-10-16,2.6453,9.14,
SEN_002,B002,2025-10-17,2.6326,6.7,
SEN_002,B002,2025-10-18,2.6089,10.19,
SEN_002,B002,2025-10-19,2.6197,5.11,
SEN_002,B002,2025-10-20,2.5938,8.25,
SEN_002,B002,2025-10-21,2.6027,6.78,
SEN_002,B002,2025-10-22,2.5944,0.35,
SEN_002,B002,2025-10-23,2.5898,6.53,
SEN_002,B002,2025-10-24,2.563,11.25,
SEN_002,B002,2025-10-25,2.5293,4.53,
SEN_002,B002,2025-10-26,2.5679,5.56,
SEN_002,B002,2025-10-27,2.5923,5.47,
SEN_002,B002,2025-10-28,2.566,9.58,
SEN_002,B002,2025-10-29,2.5793,5.89,
SEN_002,B002,2025-10-30,2.5368,6.94,
SEN_002,B002,2025-10-31,2.5387,1.85,
SEN_002,B002,2025-11-01,2.5874,4.26,
SEN_002,B002,2025-11-02,2.5209,2.18,
SEN_002,B002,2025-11-03,2.5417,-1.55,
SEN_002,B002,2025-11-04,2.536,-3.29,
SEN_002,B002,2025-11-05,2.5282,4.45,
SEN_002,B002,2025-11-06,2.5252,1.34,
SEN_002,B002,2025-11-07,2.4928,2.51,2025-11-07
SEN_003,B003,2025-06-11,3.9075,8.74,
SEN_003,B003,2025-06-12,3.8613,20.41,
SEN_003,B003,2025-06-13,3.8506,17.68,
SEN_003,B003,2025-06-14,3.8293,14.07,
SEN_003,B003,2025-06-15,3.7852,13.57,
SEN_003,B003,2025-06-16,3.7959,19.38,
SEN_003,B003,2025-06-17,3.741,13.88,
SEN_003,B003,2025-06-18,3.7497,14.06,
SEN_003,B003,2025-06-19,3.7216,13.0,
SEN_003,B003,2025-06-20,3.6923,18.24,
SEN_003,B003,2025-06-21,3.6677,19.03,
SEN_003,B003,2025-06-22,3.634,15.36,
SEN_003,B003,2025-06-23,3.6181,19.05,
SEN_003,B003,2025-06-24,3.612,17.05,
SEN_003,B003,2025-06-25,3.5814,12.84,
SEN_003,B003,2025-06-26,3.5779,20.15,
SEN_003,B003,2025-06-27,3.5603,12.97,
SEN_003,B003,2025-06-28,3.6037,15.56,
SEN_003,B003,2025-06-29,3.5076,16.86,
SEN_003,B003,2025-06-30,3.459,20.26,
SEN_003,B003,2025-07-01,3.5165,18.28,
SEN_003,B003,2025-07-02,3.4228,17.65,
SEN_003,B003,2025-07-03,3.4676,16.81,
SEN_003,B003,2025-07-04,3.4028,19.13,
SEN_003,B003,2025-07-05,3.3896,15.94,
SEN_003,B003,2025-07-06,3.4088,19.08,
SEN_003,B003,2025-07-07,3.3726,21.16,
SEN_003,B003,2025-07-08,3.3184,14.01,
SEN_003,B003,2025-07-09,3.2997,19.6,
SEN_003,B003,2025-07-10,3.3144,17.32,
SEN_003,B003,2025-07-11,3.2696,14.59,
SEN_003,B003,2025-07-12,3.2821,17.72,
SEN_003,B003,2025-07-13,3.2662,21.18,
SEN_003,B003,2025-07-14,3.2212,18.22,
SEN_003,B003,2025-07-15,3.2081,14.79,
SEN_003,B003,2025-07-16,3.2074,19.23,
SEN_003,B003,2025-07-17,3.1673,11.7,
SEN_003,B003,2025-07-18,3.1671,21.61,
SEN_003,B003,2025-07-19,3.1952,13.75,
SEN_003,B003,2025-07-20,3.1385,17.91,
SEN_003,B003,2025-07-21,3.1062,19.2,
SEN_003,B003,2025-07-22,3.1389,15.82,
SEN_003,B003,2025-07-23,3.0959,21.01,
SEN_003,B003,2025-07-24,3.0424,19.73,
SEN_003,B003,2025-07-25,3.0288,21.83,
SEN_003,B003,2025-07-26,2.9961,18.85,
SEN_003,B003,2025-07-27,3.0186,11.88,
SEN_003,B003,2025-07-28,2.9559,15.57,
SEN_003,B003,2025-07-29,3.0216,19.62,
SEN_003,B003,2025-07-30,2.9577,22.17,
SEN_003,B003,2025-07-31,2.9643,18.03,
SEN_003,B003,2025-08-01,2.9234,21.37,
SEN_003,B003,2025-08-02,2.9202,18.1,
SEN_003,B003,2025-08-03,2.8955,19.66,
SEN_003,B003,2025-08-04,2.9098,17.64,
SEN_003,B003,2025-08-05,2.8759,21.63,
SEN_003,B003,2025-08-06,2.8429,23.16,
SEN_003,B003,2025-08-07,2.8458,22.87,
SEN_003,B003,2025-08-08,2.7955,27.81,
SEN_003,B003,2025-08-09,2.8122,15.93,
SEN_003,B003,2025-08-10,2.8274,19.19,
SEN_003,B003,2025-08-11,2.7912,15.99,
SEN_003,B003,2025-08-12,2.7719,21.49,
SEN_003,B003,2025-08-13,2.7708,15.12,
SEN_003,B003,2025-08-14,2.7396,21.69,
SEN_003,B003,2025-08-15,2.7171,18.61,
SEN_003,B003,2025-08-16,2.7105,17.76,
SEN_003,B003,2025-08-17,2.6659,18.09,
SEN_003,B003,2025-08-18,2.653,14.85,
SEN_003,B003,2025-08-19,2.6529,18.67,
SEN_003,B003,2025-08-20,2.6488,18.65,
SEN_003,B003,2025-08-21,2.6536,16.12,
SEN_003,B003,2025-08-22,2.6012,17.2,
SEN_003,B003,2025-08-23,2.5588,19.45,
SEN_003,B003,2025-08-24,2.6009,15.63,
SEN_003,B003,2025-08-25,2.5894,12.79,
SEN_003,B003,2025-08-26,2.5456,22.53,
SEN_003,B003,2025-08-27,2.5613,18.88,
SEN_003,B003,2025-08-28,2.5423,16.6,
SEN_003,B003,2025-08-29,2.5015,15.99,
SEN_003,B003,2025-08-30,2.5041,15.6,
SEN_003,B003,2025-08-31,2.4798,21.47,2025-08-31
SEN_004,B004,2025-01-16,4.0441,0.53,
SEN_004,B004,2025-01-17,4.0218,-6.16,
SEN_004,B004,2025-01-18,3.9694,-5.72,
SEN_004,B004,2025-01-19,3.9759,-7.88,
SEN_004,B004,2025-01-20,3.9346,-12.62,
SEN_004,B004,2025-01-21,3.8816,-6.39,
SEN_004,B004,2025-01-22,3.8469,0.08,
SEN_004,B004,2025-01-23,3.8301,-7.04,
SEN_004,B004,2025-01-24,3.7957,-3.76,
SEN_004,B004,2025-01-25,3.7592,-9.72,
SEN_004,B004,2025-01-26,3.7502,-1.16,
SEN_004,B004,2025-01-27,3.7159,-3.65,
SEN_004,B004,2025-01-28,3.7273,-6.98,
SEN_004,B004,2025-01-29,3.6577,-5.56,
SEN_004,B004,2025-01-30,3.6251,-1.71,
SEN_004,B004,2025-01-31,3.613,-6.78,
SEN_004,B004,2025-02-01,3.5913,-5.0,
SEN_004,B004,2025-02-02,3.5665,1.28,
SEN_004,B004,2025-02-03,3.5401,-12.13,
SEN_004,B004,2025-02-04,3.5084,-4.89,
SEN_004,B004,2025-02-05,3.4811,-4.26,
SEN_004,B004,2025-02-06,3.4683,-5.16,
SEN_004,B004,2025-02-07,3.4117,-6.63,
SEN_004,B004,2025-02-08,3.3911,4.07,
SEN_004,B004,2025-02-09,3.3504,-4.7,
SEN_004,B004,2025-02-10,3.3368,-4.65,
SEN_004,B004,2025-02-11,3.3516,-6.33,
SEN_004,B004,2025-02-12,3.3176,-3.58,
SEN_004,B004,2025-02-13,3.3186,-10.31,
SEN_004,B004,2025-02-14,3.2883,-8.58,
SEN_004,B004,2025-02-15,3.2453,-1.94,
SEN_004,B004,2025-02-16,3.2129,-7.56,
SEN_004,B004,2025-02-17,3.1869,-6.41,
SEN_004,B004,2025-02-18,3.122,-5.75,
SEN_004,B004,2025-02-19,3.1379,-1.63,
SEN_004,B004,2025-02-20,3.1052,-6.45,
SEN_004,B004,2025-02-21,3.0756,-3.92,
SEN_004,B004,2025-02-22,3.0788,-11.77,
SEN_004,B004,2025-02-23,3.0441,-3.44,
SEN_004,B004,2025-02-24,3.0274,-8.44,
SEN_004,B004,2025-02-25,2.9828,-9.39,
SEN_004,B004,2025-02-26,2.9981,-7.25,
SEN_004,B004,2025-02-27,2.9504,-6.09,
SEN_004,B004,2025-02-28,2.9446,0.86,
SEN_004,B004,2025-03-01,2.9085,-1.98,
SEN_004,B004,2025-03-02,2.8507,-4.79,
SEN_004,B004,2025-03-03,2.8821,-0.09,
SEN_004,B004,2025-03-04,2.8492,-3.54,
SEN_004,B004,2025-03-05,2.7999,-0.79,
SEN_004,B004,2025-03-06,2.7874,-4.77,
SEN_004,B004,2025-03-07,2.807,2.31,
SEN_004,B004,2025-03-08,2.7386,-9.61,
SEN_004,B004,2025-03-09,2.7391,-3.4,
SEN_004,B004,2025-03-10,2.7672,-6.97,
SEN_004,B004,2025-03-11,2.7177,-2.06,
SEN_004,B004,2025-03-12,2.7027,-5.08,
SEN_004,B004,2025-03-13,2.6628,-4.14,
SEN_004,B004,2025-03-14,2.6163,-1.17,
SEN_004,B004,2025-03-15,2.633,1.79,
SEN_004,B004,2025-03-16,2.5885,0.84,
SEN_004,B004,2025-03-17,2.5675,-5.77,
SEN_004,B004,2025-03-18,2.573,-2.25,
SEN_004,B004,2025-03-19,2.5325,-4.39,
SEN_004,B004,2025-03-20,2.533,-6.8,
SEN_004,B004,2025-03-21,2.5016,-4.4,
SEN_004,B004,2025-03-22,2.4951,1.64,2025-03-22
SEN_005,B005,2025-01-23,4.0016,-5.17,
SEN_005,B005,2025-01-24,4.0151,-0.71,
SEN_005,B005,2025-01-25,3.9851,-2.76,
SEN_005,B005,2025-01-26,3.9653,-5.49,
SEN_005,B005,2025-01-27,3.9713,-1.29,
SEN_005,B005,2025-01-28,3.9748,-3.9,
SEN_005,B005,2025-01-29,3.9456,-1.53,
SEN_005,B005,2025-01-30,3.8991,-9.27,
SEN_005,B005,2025-01-31,3.9103,-8.01,
SEN_005,B005,2025-02-01,3.8508,-4.49,
SEN_005,B005,2025-02-02,3.8317,-5.57,
SEN_005,B005,2025-02-03,3.8115,-5.16,
SEN_005,B005,2025-02-04,3.8353,-3.41,
SEN_005,B005,2025-02-05,3.8278,0.72,
SEN_005,B005,2025-02-06,3.8105,-6.27,
SEN_005,B005,2025-02-07,3.7582,-9.19,
SEN_005,B005,2025-02-08,3.7177,-4.0,
SEN_005,B005,2025-02-09,3.7239,-5.11,
SEN_005,B005,2025-02-10,3.7063,-4.7,
SEN_005,B005,2025-02-11,3.7118,-3.73,
SEN_005,B005,2025-02-12,3.6952,-0.8,
SEN_005,B005,2025-02-13,3.6739,-7.31,
SEN_005,B005,2025-02-14,3.6708,-9.03,
SEN_005,B005,2025-02-15,3.6959,-3.23,
SEN_005,B005,2025-02-16,3.6252,-6.87,
SEN_005,B005,2025-02-17,3.6188,-6.73,
SEN_005,B005,2025-02-18,3.5976,-3.85,
SEN_005,B005,2025-02-19,3.5705,-1.74,
SEN_005,B005,2025-02-20,3.5779,-2.04,
SEN_005,B005,2025-02-21,3.5451,-5.04,
SEN_005,B005,2025-02-22,3.5194,2.28,
SEN_005,B005,2025-02-23,3.5052,-4.11,
SEN_005,B005,2025-02-24,3.5225,0.36,
SEN_005,B005,2025-02-25,3.4996,-7.04,
SEN_005,B005,2025-02-26,3.4637,-4.23,
SEN_005,B005,2025-02-27,3.4665,-2.73,
SEN_005,B005,2025-02-28,3.4427,-4.35,
SEN_005,B005,2025-03-01,3.433,-1.71,
SEN_005,B005,2025-03-02,3.4005,-2.82,
SEN_005,B005,2025-03-03,3.3773,2.08,
SEN_005,B005,2025-03-04,3.3769,-1.72,
SEN_005,B005,2025-03-05,3.3504,2.28,
SEN_005,B005,2025-03-06,3.3342,-5.21,
SEN_005,B005,2025-03-07,3.3114,-2.03,
SEN_005,B005,2025-03-08,3.2812,-4.44,
SEN_005,B005,2025-03-09,3.2996,-2.28,
SEN_005,B005,2025-03-10,3.3168,-7.46,
SEN_005,B005,2025-03-11,3.2965,-6.92,
SEN_005,B005,2025-03-12,3.2982,-5.1,
SEN_005,B005,2025-03-13,3.2316,-0.75,
SEN_005,B005,2025-03-14,3.2496,-5.75,
SEN_005,B005,2025-03-15,3.2198,-3.79,
SEN_005,B005,2025-03-16,3.1941,0.82,
SEN_005,B005,2025-03-17,3.214,-2.73,
SEN_005,B005,2025-03-18,3.1777,-0.57,
SEN_005,B005,2025-03-19,3.1321,-3.87,
SEN_005,B005,2025-03-20,3.1593,-6.17,
SEN_005,B005,2025-03-21,3.1406,-3.41,
SEN_005,B005,2025-03-22,3.1016,0.12,
SEN_005,B005,2025-03-23,3.1153,-3.71,
SEN_005,B005,2025-03-24,3.1265,-5.11,
SEN_005,B005,2025-03-25,3.0901,-0.27,
SEN_005,B005,2025-03-26,3.0407,2.38,
SEN_005,B005,2025-03-27,3.0645,-3.02,
SEN_005,B005,2025-03-28,3.0498,-5.74,
SEN_005,B005,2025-03-29,3.0442,-6.32,
SEN_005,B005,2025-03-30,3.0225,0.17,
SEN_005,B005,2025-03-31,2.9844,-8.56,
SEN_005,B005,2025-04-01,3.1102,6.69,
SEN_005,B005,2025-04-02,3.1227,-3.08,
SEN_005,B005,2025-04-03,3.0696,5.41,
SEN_005,B005,2025-04-04,3.0607,7.98,
SEN_005,B005,2025-04-05,3.0696,2.93,
SEN_005,B005,2025-04-06,3.0832,10.34,
SEN_005,B005,2025-04-07,3.0483,6.08,
SEN_005,B005,2025-04-08,3.0023,7.37,
SEN_005,B005,2025-04-09,3.0012,6.93,
SEN_005,B005,2025-04-10,2.9998,5.96,
SEN_005,B005,2025-04-11,2.9952,6.5,
SEN_005,B005,2025-04-12,2.985,-4.22,
SEN_005,B005,2025-04-13,2.9789,6.93,
SEN_005,B005,2025-04-14,2.9915,4.69,
SEN_005,B005,2025-04-15,2.9561,5.93,
SEN_005,B005,2025-04-16,2.9433,8.13,
SEN_005,B005,2025-04-17,2.876,2.31,
SEN_005,B005,2025-04-18,2.9288,3.57,
SEN_005,B005,2025-04-19,2.9185,3.94,
SEN_005,B005,2025-04-20,2.9171,5.45,
SEN_005,B005,2025-04-21,2.8897,4.11,
SEN_005,B005,2025-04-22,2.8993,6.52,
SEN_005,B005,2025-04-23,2.8492,-0.12,
SEN_005,B005,2025-04-24,2.8783,7.55,
SEN_005,B005,2025-04-25,2.8306,5.72,
SEN_005,B005,2025-04-26,2.843,7.27,
SEN_005,B005,2025-04-27,2.8214,3.92,
SEN_005,B005,2025-04-28,2.8419,8.54,
SEN_005,B005,2025-04-29,2.7942,7.23,
SEN_005,B005,2025-04-30,2.7938,4.84,
SEN_005,B005,2025-05-01,2.7758,10.65,
SEN_005,B005,2025-05-02,2.7874,7.83,
SEN_005,B005,2025-05-03,2.7422,7.58,
SEN_005,B005,2025-05-04,2.7801,11.29,
SEN_005,B005,2025-05-05,2.7165,9.73,
SEN_005,B005,2025-05-06,2.7526,9.35,
SEN_005,B005,2025-05-07,2.6889,2.56,
SEN_005,B005,2025-05-08,2.7105,19.19,
SEN_005,B005,2025-05-09,2.6875,7.68,
SEN_005,B005,2025-05-10,2.695,11.2,
SEN_005,B005,2025-05-11,2.6756,16.52,
SEN_005,B005,2025-05-12,2.6733,9.38,
SEN_005,B005,2025-05-13,2.6268,8.91,
SEN_005,B005,2025-05-14,2.606,5.72,
SEN_005,B005,2025-05-15,2.6036,8.31,
SEN_005,B005,2025-05-16,2.5932,11.94,
SEN_005,B005,2025-05-17,2.5863,1.57,
SEN_005,B005,2025-05-18,2.5851,9.58,
SEN_005,B005,2025-05-19,2.575,15.56,
SEN_005,B005,2025-05-20,2.577,13.64,
SEN_005,B005,2025-05-21,2.5508,10.87,
SEN_005,B005,2025-05-22,2.5424,10.82,
SEN_005,B005,2025-05-23,2.5432,11.51,
SEN_005,B005,2025-05-24,2.558,8.17,
SEN_005,B005,2025-05-25,2.5195,12.28,
SEN_005,B005,2025-05-26,2.5171,11.44,
SEN_005,B005,2025-05-27,2.5105,8.4,
SEN_005,B005,2025-05-28,2.4806,9.14,2025-05-28
SEN_006,B006,2025-03-26,3.9607,-5.08,
SEN_006,B006,2025-03-27,3.9079,-0.34,
SEN_006,B006,2025-03-28,3.8906,-0.61,
SEN_006,B006,2025-03-29,3.7742,-5.36,
SEN_006,B006,2025-03-30,3.8087,-4.34,
SEN_006,B006,2025-03-31,3.7754,-2.55,
SEN_006,B006,2025-04-01,3.7715,8.96,
SEN_006,B006,2025-04-02,3.7212,7.4,
SEN_006,B006,2025-04-03,3.7486,1.71,
SEN_006,B006,2025-04-04,3.6803,5.3,
SEN_006,B006,2025-04-05,3.6564,3.14,
